dzielnica,cena,cena_m2,powierzchnia,rok_budowy,wlasnosc,zabudowa,stan,pietro,pietro_max,czynsz,pokoje,material,winda,rynek,ogloszeniodawca,balkon,ogrod,taras,wspolrzedne_szerokosc,wspolrzedne_wysokosc,link,odleglosc_metro,odleglosc_centrum
Wola,1060000.0,20000.0,53.0,1960.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,3.0,4.0,850,3.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,0,0,52.2474791,20.9922643,https://www.otodom.pl/pl/oferta/nowoczesne-3-pok-w-scislym-centrum-ID4lf8s,0.8047418987607408,1.9879168124075461
Wola,590000.0,13882.0,42.5,1962.0,,,,6.0,7.0,,2.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.23892,20.96151,https://www.otodom.pl/pl/oferta/ceglado-odswiezenia2-3-pokojerozkladowe-ID4l88y,0.5159075796367338,3.136971795517356
Ursynów,789000.0,15000.0,52.6,2002.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,5.0,5.0,600,2.0,building_material::breezeblock,1,market::secondary,advertiser_type::private,1,0,0,52.13411308352256,21.062695657238784,https://www.otodom.pl/pl/oferta/2-pokoje-kabaty-metro-ID4jWYD,0.2817226858189024,11.520052652835709
Wilanów,662300.0,17900.0,37.0,2017.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,2.0,4.0,600,2.0,building_material::concrete,1,market::secondary,advertiser_type::private,1,0,0,52.15424743144594,21.073843039398213,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-miasteczko-wilanow-37-m2-ID4lgnY,2.0915886999671978,9.77569474724813
Ursus,1095000.0,13688.0,80.0,2019.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,4.0,7.0,800,4.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.2060323,20.8819894,https://www.otodom.pl/pl/oferta/2-garaze-duzy-balkon-garderoba-nowa-oferta-ID4kkum,4.399398241336162,8.921050829512785
Ursynów,1713262.0,18332.0,93.46,2023.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,2.0,5.0,,4.0,,1,market::primary,advertiser_type::agency,1,0,0,52.13028,21.06998,https://www.otodom.pl/pl/oferta/0-prowizji-mieszkanie-czteropokojowe-93-46m2-metro-ID4kmWY,0.4540249374982939,12.092537199798032
Włochy,930000.0,13881.0,67.0,,building_ownership::full_ownership,,,0.0,5.0,,3.0,,0,market::secondary,advertiser_type::agency,0,1,1,52.1977,20.95991,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-we-wlochach-ID4ko8U,2.849267038160672,4.918497769150471
Białołęka,,,68.08,2024.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,1.0,3.0,,3.0,,1,market::primary,advertiser_type::developer,1,0,0,52.336357,20.991003,https://www.otodom.pl/pl/oferta/400mdoskmgarderobawysokisufitduzybalkon-ID4kfLz,5.402652636029297,11.680054064583118
Ochota,740000.0,19551.0,37.85,1935.0,building_ownership::full_ownership,building_type::tenement,,0.0,4.0,500,2.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.20997,20.96727,https://www.otodom.pl/pl/oferta/stara-ochota-kamienica-2-pokoje-38m-sprzedam-ID4kZ53,2.265139825224668,3.5815793736489914
,1666714.0,20960.0,79.52,2024.0,,,,3.0,28.0,,3.0,building_material::other,1,market::primary,advertiser_type::agency,0,0,0,52.22897,21.04791,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-79-52-m2-towarowa-towers-ID4kwbw,1.6843392124530319,2.867257261191812
Żoliborz,3700000.0,25544.0,144.85,,building_ownership::full_ownership,building_type::apartment,,4.0,5.0,3 000,5.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.26131,20.99089,https://www.otodom.pl/pl/oferta/przestronny-apartament-w-budynku-z-basenem-ID4kJbS,0.23656058261239704,3.4483432318120117
Bielany,1990000.0,19900.0,100.0,2022.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,5.0,5.0,,5.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,1,52.28739,20.93157,https://www.otodom.pl/pl/oferta/przy-metrze-5-pok-100m2-najw-pietro-taras-slonce-ID4laY5,0.7698253176667651,8.000966932952423
Bielany,630000.0,11250.0,56.0,1975.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_renovation,8.0,10.0,,3.0,building_material::concrete_plate,1,market::secondary,advertiser_type::private,1,0,0,52.268191,20.9585716,https://www.otodom.pl/pl/oferta/56m2-broniewskiego-3-pokoje-bezposrednio-ID4lbNa,0.9005021193809857,5.185830974789278
Praga-Południe,589000.0,10907.0,54.0,1991.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,5.0,10.0,630,2.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,1,0,0,52.24168,21.08406,https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokoje-na-goclawiu-10-min-do-centrum-ID4ifDk,2.894297695491211,5.426385975221123
Śródmieście,555000.0,16577.0,33.48,1953.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_renovation,1.0,4.0,400,1.0,building_material-69::brick,0,market::secondary,advertiser_type::private,1,0,0,52.25057012172728,20.99641528584441,https://www.otodom.pl/pl/oferta/33-48m-na-muranowie-na-1p-w-kamienicy-m-arsenal-ID4kYTf,0.9060693617568238,2.196303421304524
Białołęka,810000.0,10976.0,73.8,2012.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,4.0,800,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.30891,20.98069,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-dla-rodziny-ul-modlinska-ID4ldVl,3.500247280102228,8.754892882373019
Włochy,415000.0,13833.0,30.0,,,building_type::apartment,,3.0,4.0,,1.0,,1,market::primary,advertiser_type::agency,0,0,0,52.19100155612877,20.91859644958495,https://www.otodom.pl/pl/oferta/wykonczona-kawalerka-rabat-za-like-na-fb-ID4ijnV,5.451594939132646,7.4836671197935205
Śródmieście,740000.0,14800.0,50.0,1951.0,building_ownership::full_ownership,building_type::tenement,construction_status-67::ready_to_use,3.0,3.0,650,2.0,building_material-69::brick,0,market::secondary,advertiser_type::private,0,0,0,52.245930219896046,20.9962302535034,https://www.otodom.pl/pl/oferta/rezerwacja-sprzedam-srodmiescie-dzielna-bezposredn-ID4k5KT,0.48644208904231406,1.715760387582696
Bemowo,1250000.0,16026.0,78.0,2017.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,0.0,5.0,,3.0,building_material::concrete_plate,0,market::secondary,advertiser_type::agency,0,1,1,52.2374815,20.9190305,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-osiedle-przyjazn-ID4kdg4,0.38361966944797843,5.96048569225246
Żoliborz,492000.0,12982.0,37.9,1938.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_renovation,0.0,3.0,500,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.2361739,20.9652488,https://www.otodom.pl/pl/oferta/funkcjonalne-mieszkanie-swietne-na-biuro-ID4labd,0.23099529535066965,2.8223608428276483
Wola,6378017.0,25750.0,247.69,2022.0,,,,,,,6.0,,0,market::primary,advertiser_type::agency,1,0,1,52.23894,20.98526,https://www.otodom.pl/pl/oferta/lux-apartament-w-idealnej-lokalizacji-ID4l8Xc,1.0025518670542293,1.6275460741826895
Mokotów,18300000.0,31716.0,577.0,2008.0,building_ownership::full_ownership,building_type::house,construction_status-67::ready_to_use,,,,8.0,building_material::other,0,market::secondary,advertiser_type::agency,1,0,0,52.19301,21.04,https://www.otodom.pl/pl/oferta/topowa-lokalizacja-apartament-z-basenem-ID4iZEj,2.4662610959288718,4.886519839068494
Włochy,359000.0,11581.0,31.0,1930.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_renovation,3.0,3.0,420,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.2090099,20.9133939,https://www.otodom.pl/pl/oferta/kamienica-w-trakcie-renowacji-przy-parku-stawach-ID4i40d,3.446180790350446,6.798239264323328
Mokotów,1300000.0,17333.0,75.0,,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,3.0,6.0,,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.19538,20.98575,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-sprzedam-na-marinie-mokotow-ID4kpyy,1.1123775026311344,4.270969543137298
Ursynów,960000.0,13521.0,71.0,1988.0,,,,0.0,2.0,,3.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.14762,21.0285,https://www.otodom.pl/pl/oferta/ursus71m2dobrze-skomunikowaneblisko-jeziora-ID4l1B9,0.6608036679298989,9.475901831911262
Bemowo,870000.0,11020.0,78.95,1985.0,,,construction_status-67::ready_to_use,1.0,3.0,,4.0,building_material::other,0,market::secondary,advertiser_type::agency,1,0,0,52.2564657,20.9141538,https://www.otodom.pl/pl/oferta/4-pokoje-idealne-dla-rodziny-lub-na-inwestycje-ID4kfKk,1.8340086326273024,6.835042670483297
Praga-Południe,520000.0,14444.0,36.0,1959.0,building_ownership::full_ownership,building_type::tenement,construction_status-67::ready_to_use,3.0,5.0,650,2.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.2433,21.08351,https://www.otodom.pl/pl/oferta/2-pokoje-przy-rondzie-wiatraczna-do-wprowadzenia-ID4l1lT,2.826919008249722,5.429511264964537
Białołęka,670462.0,10700.0,62.66,2022.0,,,,4.0,8.0,,3.0,,1,market::primary,advertiser_type::agency,1,0,0,52.31666,20.96918,https://www.otodom.pl/pl/oferta/apartament-w-zielonej-okolicy-ID4liTW,3.9824458839609793,9.77237345755604
Mokotów,570000.0,14921.0,38.2,1972.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,10.0,560,2.0,building_material::concrete_plate,1,market::secondary,advertiser_type::agency,1,0,0,52.20754072380779,21.039618148193373,https://www.otodom.pl/pl/oferta/swietna-inwestycja-z-najemca-lub-na-start-ID4la4a,2.1409719280516035,3.529562633834978
Śródmieście,617000.0,15821.0,39.0,,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status-67::ready_to_use,9.0,15.0,620,2.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.23467,20.99078,https://www.otodom.pl/pl/oferta/2-pokoje-przy-palacu-kultury-i-metro-ID4lax7,0.40464168207508344,1.0904164933466989
Włochy,315000.0,11684.0,26.96,1930.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_renovation,0.0,3.0,360,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.2090099,20.9133939,https://www.otodom.pl/pl/oferta/piekna-kawalerka-w-kamienicy-w-trakcie-remontu-ID4ikKM,3.446180790350446,6.798239264323328
Włochy,800000.0,10864.0,73.64,2000.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,1.0,4.0,300,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,1,0,0,52.19836,20.9071,https://www.otodom.pl/pl/oferta/ciche-3-pokojowe-mieszkanie-ID4l05i,4.6607035247189454,7.6945683050012965
Włochy,625000.0,14454.0,43.24,2019.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,0.0,4.0,712,3.0,building_material::other,1,market::secondary,advertiser_type::agency,0,0,1,52.20124,20.91309,https://www.otodom.pl/pl/oferta/inwestycyjne-3-pokojowe-43m2-we-wlochach-ID4iMw5,4.310363592178977,7.182951526519877
Bemowo,1500000.0,9202.0,163.0,2021.0,building_ownership::full_ownership,building_type::ribbon,construction_status::to_completion,3.0,3.0,,5.0,,0,market::secondary,advertiser_type::agency,1,1,1,52.22253,20.89437,https://www.otodom.pl/pl/oferta/okazja-segment-163m2-5-pokoi-przy-stacji-metra-ID4k9cJ,2.4019833394258514,7.674930164499209
Mokotów,586900.0,16982.0,34.56,,,building_type::apartment,construction_status-67::ready_to_use,1.0,1.0,600,2.0,building_material::other,0,market::secondary,advertiser_type::agency,0,0,0,52.19592,21.01403,https://www.otodom.pl/pl/oferta/mieszkanie-lokal-na-zielonym-mokotowie-ID4fydh,0.8568028675879166,4.0177400935215735
Wawer,766600.0,10221.0,75.0,2023.0,,building_type::house,,2.0,2.0,,4.0,,0,market::primary,advertiser_type::agency,0,1,0,52.17866,21.24463,https://www.otodom.pl/pl/oferta/dom-na-sprzedaz-4-pokoje-ID4leVP,13.402892354642075,17.29531617218832
Praga-Południe,750000.0,15306.0,49.0,2017.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,3.0,5.0,510,2.0,,1,market::secondary,advertiser_type::agency,0,0,0,52.2218772,21.0916923,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-na-goclawiu-49-m2-ID4iqMr,4.355959559724522,5.93498368313964
Mokotów,590000.0,7108.0,83.0,1993.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,2.0,3.0,,2.0,,1,market::secondary,advertiser_type::agency,0,0,0,52.19296,21.04848,https://www.otodom.pl/pl/oferta/panorama-centrum-l-lokal-biurowy-l-8tys-m2-ID4kvf2,2.99607454209164,5.189673057392467
Żoliborz,739000.0,17114.0,43.18,1930.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_renovation,2.0,4.0,500,2.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.26321313343,20.98611831665,https://www.otodom.pl/pl/oferta/2-pokoje-w-kamienicy-z-1930r-na-starym-zoliborzu-ID4kkt5,0.35309027539394927,3.7555898033662087
Mokotów,929000.0,18543.0,50.1,2020.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,2.0,5.0,,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.19198,21.04637,https://www.otodom.pl/pl/oferta/mieszkanie-z-charakterem-i-niepowtarzalnym-stylem-ID4l7vX,2.82347716123159,5.203223157631871
Bielany,599000.0,16639.0,36.0,2016.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,5.0,8.0,420,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,0,0,52.2848995,20.9288291,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-metro-mlociny-ID4l8o0,0.9045497592880949,7.911464227468281
Bielany,565000.0,10273.0,55.0,,,,,5.0,10.0,,3.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.276306,20.945823,https://www.otodom.pl/pl/oferta/mieszkanie-55-m-warszawa-ID4kx7u,0.844250109477924,6.433200268073562
Ochota,575000.0,13789.0,41.7,1965.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,,,680,2.0,,1,market::secondary,advertiser_type::agency,0,0,0,52.21739,20.97525,https://www.otodom.pl/pl/oferta/2-pokojowe-42m-al-jerozolimskie-ID4iXd2,1.4570715311597415,2.634447285102308
Białołęka,799000.0,11254.0,71.0,2015.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,0.0,4.0,840,4.0,,1,market::secondary,advertiser_type::agency,0,1,0,52.3247277,21.0554265,https://www.otodom.pl/pl/oferta/duzy-ogrod-2x-lazienka-autobus-stan-idealny-ID4kEQp,3.6560675074470006,10.873872783485712
Białołęka,550000.0,10444.0,52.66,2021.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,3.0,600,3.0,building_material::concrete,1,market::secondary,advertiser_type::private,1,0,0,52.34376351987604,21.038959097015383,https://www.otodom.pl/pl/oferta/3-p-bialoleka-kameralny-blok-notariusz-w-cenie-ID4kJ2a,5.61927003952716,12.658172822490846
Bemowo,540900.0,12147.0,44.53,2024.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,1.0,5.0,,2.0,,1,market::primary,advertiser_type::agency,1,0,0,52.22439,20.89528,https://www.otodom.pl/pl/oferta/dwupokojowe-na-bemowie-blisko-metra-ID4ku9C,2.1995139649874975,7.588357181021429
Praga-Południe,485373.0,14000.0,34.67,,,building_type::apartment,construction_status::to_completion,2.0,4.0,,2.0,building_material::other,1,market::primary,advertiser_type::agency,0,1,1,52.249702,21.0647818,https://www.otodom.pl/pl/oferta/tuz-obok-metra-minska-swietny-punkt-promocja-ID4iUwW,1.557181958272835,4.471055120786898
Targówek,659000.0,12179.0,54.11,2015.0,,,,1.0,3.0,,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.28346,21.08281,https://www.otodom.pl/pl/oferta/2-pokojowe-54m2-z-2015r-wys-285cm-do-wprowadzenia-ID4ligd,1.450385181402117,7.771484732341561
Białołęka,789000.0,13269.0,59.46,2022.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,2.0,4.0,911,3.0,building_material-69::brick,1,market::secondary,advertiser_type::private,1,0,1,52.3091379,21.0051338,https://www.otodom.pl/pl/oferta/trzypokojowe-2022r-wyjatkowo-urzadzone-bez-pcc-ID4l2UT,2.3595906145105334,8.608715607681088
Śródmieście,1870000.0,14519.0,128.8,,building_ownership::full_ownership,,construction_status::to_renovation,1.0,6.0,,4.0,,1,market::secondary,advertiser_type::agency,0,0,0,52.2502,20.98853,https://www.otodom.pl/pl/oferta/swietna-cena-doskonala-lokalizacja-ID4i2Mm,1.0655706482883278,2.3760528128315963
Białołęka,492000.0,9354.0,52.6,2008.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,2.0,3.0,800,2.0,,0,market::secondary,advertiser_type::agency,1,0,1,52.3607109,21.0366412,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-do-wejscia-zielen-na-start-ID4lc04,7.480113272511762,14.49323563242699
Mokotów,460000.0,15107.0,30.45,1954.0,,,,,,,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,0,0,0,52.20169,21.01684,https://www.otodom.pl/pl/oferta/cicha-kawalerka-w-kamienicy-na-starym-mokotowie-ID4lfBk,1.1330705497758926,3.4191418231125237
Praga-Południe,397000.0,13690.0,29.0,1970.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status-67::ready_to_use,0.0,4.0,400,1.0,building_material::other,0,market::secondary,advertiser_type::agency,1,0,0,52.232284,21.081951,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-w-doskonalej-lokalizacji-ID4jHQn,3.1423238620897136,5.16947862234564
Mokotów,1100000.0,14103.0,78.0,1989.0,building_ownership::co_operative_ownership_with_a_land_and_mortgage_registe,building_type-15::block,construction_status::to_completion,4.0,4.0,1 600,3.0,building_material::breezeblock,0,market::secondary,advertiser_type::agency,1,0,0,52.2002637,21.03004776094,https://www.otodom.pl/pl/oferta/dolny-mokotow-3-pokojowe-w-otoczeniu-parkow-ID4kXxf,1.9092513694784239,3.861016181083825
Białołęka,533011.0,9281.0,57.43,2024.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_completion,3.0,3.0,,3.0,building_material::silikat,1,market::primary,advertiser_type::developer,1,0,0,52.324253,21.048332,https://www.otodom.pl/pl/oferta/bez-pcc-mieszkanie-3-pokojowe-ul-ostrodzka-ID4ljJc,3.586322910914975,10.68374898813003
Wilanów,927000.0,15846.0,58.5,,,,,3.0,4.0,,2.0,,1,market::secondary,advertiser_type::agency,0,0,1,52.1572118,21.0785942,https://www.otodom.pl/pl/oferta/wilanow-branickiego-2-3pokoje-taras-25m2-garaz-ID4kmQd,2.547411878541705,9.64831712007651
Białołęka,539000.0,13089.0,41.18,2023.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,4.0,5.0,500,2.0,building_material::concrete,1,market::secondary,advertiser_type::agency,1,0,0,52.3467,20.9433,https://www.otodom.pl/pl/oferta/bez-prowizji-2-pokoje-41-m2-ul-aluzyjna-0-pcc-ID4l0dx,6.872896911358858,13.47876459031247
Ursynów,1199000.0,10900.0,110.0,,building_ownership::full_ownership,,,4.0,4.0,,4.0,,0,market::secondary,advertiser_type::agency,1,0,1,52.1427,21.01526,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-z-tarasem-ursynow-lambady-ID4iEKP,1.6418118418050405,9.918478869198943
Włochy,765000.0,13874.0,55.14,2021.0,building_ownership::full_ownership,building_type::apartment,construction_status::to_completion,1.0,4.0,,3.0,building_material::concrete,0,market::primary,advertiser_type::agency,1,0,1,52.17991,20.94782,https://www.otodom.pl/pl/oferta/apartament-3-pokojowy-przy-parku-cietrzewia-ID4gjrc,4.0790663937056495,6.995300447485989
Bielany,590000.0,21200.0,27.83,2021.0,building_ownership::full_ownership,,construction_status-67::ready_to_use,6.0,6.0,,1.0,,0,market::secondary,advertiser_type::agency,0,0,0,52.27791,20.97267,https://www.otodom.pl/pl/oferta/pokoj-27-83-m-kw-bielany-swietna-lokalizacja-ID4kxcw,0.6124473385459236,5.616229935072156
Włochy,784000.0,12852.0,61.0,2022.0,building_ownership::full_ownership,building_type-15::block,construction_status-67::ready_to_use,1.0,6.0,600,3.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.19395,20.94017,https://www.otodom.pl/pl/oferta/widok-na-patio-dwustronne-swietna-inwestycja-ID4kv9o,4.212857346368822,6.147025987366471
Włochy,630000.0,14318.0,44.0,,,,construction_status::to_completion,1.0,3.0,,2.0,,0,market::primary,advertiser_type::agency,1,0,1,52.20284,20.92903,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-wlochy-15-min-od-centrum-ID4kJ0c,4.184093144550682,6.151748970784514
Bemowo,749999.0,11007.0,68.14,1986.0,,,,9.0,10.0,800,5.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.25693,20.9229,https://www.otodom.pl/pl/oferta/mieszkanie-dla-inwestora-lub-duzej-rodziny-ID4iL64,1.8469735994662142,6.317225381285851
Bemowo,,,49.06,2024.0,,building_type::apartment,construction_status::to_completion,4.0,4.0,,2.0,,1,market::primary,advertiser_type::developer,1,0,0,52.24016,20.93254,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-lila-garden-m27-ID4iDEB,0.3057453929531051,5.093032970329023
Ursynów,367152.0,17483.0,21.0,,,,,3.0,4.0,,1.0,,0,market::primary,advertiser_type::agency,0,0,0,52.13685,21.02953,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-od-dewelopera-ID4gpHv,1.6865685325968418,10.669842227506539
Włochy,519000.0,9774.0,53.1,1974.0,building_ownership::co_operative_ownership,building_type-15::block,,4.0,4.0,,3.0,building_material::concrete_plate,0,market::secondary,advertiser_type::agency,1,0,0,52.19249,20.96951,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-z-widna-kuchnia-i-piwnica-ID4l4Oe,2.2635285108097567,5.022626084494752
Mokotów,1710000.0,19792.0,86.4,2019.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,1.0,2.0,1 000,3.0,building_material::breezeblock,1,market::secondary,advertiser_type::agency,1,0,0,52.1849382,21.0254343,https://www.otodom.pl/pl/oferta/potoki-stan-idealny-duzy-balkon-3m-wysokosci-ID4kfYC,1.242828362144155,5.366976350488716
Śródmieście,620000.0,13191.0,47.0,,,,,3.0,9.0,600,2.0,,0,market::secondary,advertiser_type::agency,1,0,0,52.2482,20.98727,https://www.otodom.pl/pl/oferta/mieszkanie-srodmiescie-ID4jvLE,1.1324872379322908,2.2345546912961582
Praga-Południe,4100000.0,33615.0,121.97,2022.0,building_ownership::full_ownership,building_type::apartment,,5.0,5.0,,5.0,,1,market::primary,advertiser_type::agency,1,0,1,52.2451,21.0674,https://www.otodom.pl/pl/oferta/ekskluzywna-rezydencja-stanislawa-augusta-ID4kGQ4,1.7134937649366426,4.434551013189916
Śródmieście,1119000.0,17855.0,62.67,1939.0,building_ownership::full_ownership,building_type::tenement,,2.0,3.0,970,2.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,0,0,52.20561,21.04867,https://www.otodom.pl/pl/oferta/srodmiescie-2-pokoje-63m2-kamienica-wysokosc-3m-ID4kNHs,2.7936143348253224,4.10597982541659
Bielany,695000.0,11862.0,58.59,2009.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,0.0,5.0,645,3.0,building_material-69::brick,1,market::secondary,advertiser_type::agency,0,0,0,52.3047431,20.926738,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-przy-metrze-mlociny-58-59-m2-ID4j5bs,2.442596090677605,9.749808905454646
Praga-Południe,557000.0,9283.0,60.0,1967.0,building_ownership::full_ownership,building_type-15::block,construction_status::to_renovation,4.0,4.0,,3.0,building_material::reinforced_concrete,0,market::secondary,advertiser_type::agency,0,0,0,52.2083302,20.9674856,https://www.otodom.pl/pl/oferta/mieszkanie-60-m-warszawa-ID4lcLE,2.225167172086689,3.6967279051947832
Mokotów,1649000.0,19255.0,85.64,2019.0,,building_type-15::block,construction_status-67::ready_to_use,7.0,7.0,,3.0,,1,market::secondary,advertiser_type::private,0,0,1,52.18125,21.0455,https://www.otodom.pl/pl/oferta/gotowy-2-poziomowy-apartament-bezposrednio-ID4f2PM,2.1685254323092753,6.222637190298744
Mokotów,3150000.0,21000.0,150.0,2000.0,building_ownership::co_operative_ownership,building_type::apartment,construction_status-67::ready_to_use,5.0,8.0,,4.0,,1,market::secondary,advertiser_type::agency,1,0,1,52.1992577,21.0126829,https://www.otodom.pl/pl/oferta/dwu-stronny-apartament-przy-metrze-raclawicka-ID4kQLK,0.7738379366824409,3.6378240720553454
Józefa Lewartowskiego,620000.0,17222.0,36.0,1959.0,building_ownership::full_ownership,building_type::tenement,construction_status::to_renovation,3.0,4.0,460,1.0,building_material-69::brick,0,market::secondary,advertiser_type::agency,1,0,0,52.25236965,20.99479326,https://www.otodom.pl/pl/oferta/kawalerka-36-m2-muranow-ID4l6j4,0.8019651645321884,2.420681021699125
Bemowo,600000.0,11976.0,50.1,1979.0,,building_type-15::block,construction_status-67::ready_to_use,3.0,7.0,800,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.24091,20.91133,https://www.otodom.pl/pl/oferta/2-pokoje-na-bemowie-50m2-ul-czumy-4a-ID4hHad,0.2798568879311601,6.530550874799076
Włochy,565095.0,13673.0,41.33,2023.0,building_ownership::full_ownership,building_type::house,construction_status::to_completion,1.0,3.0,,2.0,building_material-69::brick,1,market::primary,advertiser_type::agency,1,1,0,52.19774,20.92883,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-41-m2-z-ogrodkiem-0-prowizji-ID4l9mO,4.725529110275784,6.477205988089998
Wilanów,835000.0,16214.0,51.5,2012.0,building_ownership::full_ownership,building_type::apartment,construction_status-67::ready_to_use,1.0,2.0,670,2.0,,1,market::secondary,advertiser_type::agency,1,0,0,52.17173,21.11636,https://www.otodom.pl/pl/oferta/ciekawe-2-pokoje-wilanow-zawady-ID4i1cJ,5.484848243895758,10.050414153870328
Białołęka,,,78.98,2023.0,,building_type-15::block,construction_status::to_completion,1.0,4.0,,4.0,,1,market::primary,advertiser_type::developer,1,0,0,52.33292,20.94234,https://www.otodom.pl/pl/oferta/odkryty-zakatek-a5-gotowe-mieszkania-ID4bolX,5.340185768530804,12.058675669939126
Ursynów,1650000.0,15421.0,107.0,2001.0,building_ownership::co_operative_ownership,building_type-15::block,construction_status::to_completion,1.0,6.0,1 400,4.0,building_material::other,1,market::secondary,advertiser_type::agency,1,0,0,52.13522,21.0583,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-ursynow-ID4ldSZ,0.3946422376276758,11.306179868659118
